id,region,event,city,county,name,property,people,description,background,process,follow,vertify,anecdote,latitude,longitude,ls_id,period_order
160,陕西,宋金川陕争夺战,宝鸡市,,宋金川陕争夺战,战略要地争夺战,完颜宗弼（金兀术）、吴玠、吴璘,1130null1141年金军与宋军在川陕交界地带展开长期拉锯战，核心区域包括和尚原（陕西宝鸡）、仙人关（甘肃徽县）等要隘。,金军试图突破川陕防线以迂回攻宋，切断南宋与西北的联系。,1131年和尚原之战，金兀术率军攻宋，遭吴玠「叠阵」战术重创；1134年仙人关之战，金军十万围攻，吴璘死守杀金坪，最终败退。,金军未能突破川陕防线，南宋保住四川粮赋基地，双方转入对峙。,《金史·太宗纪》仅简略提及「宗弼攻和尚原，不利」，战役细节依赖宋方记载，存在叙事视角差异。,金兀术败退时剃须易容逃脱，金军传唱「撼山易，撼吴家军难」。,34.377266,107.15567,103,4
161,甘肃,宋金川陕争夺战,天水市,,宋金川陕争夺战,战略要地争夺战,完颜宗弼（金兀术）、吴玠、吴璘,1130null1141年金军与宋军在川陕交界地带展开长期拉锯战，核心区域包括和尚原（陕西宝鸡）、仙人关（甘肃徽县）等要隘。,金军试图突破川陕防线以迂回攻宋，切断南宋与西北的联系。,1131年和尚原之战，金兀术率军攻宋，遭吴玠「叠阵」战术重创；1134年仙人关之战，金军十万围攻，吴璘死守杀金坪，最终败退。,金军未能突破川陕防线，南宋保住四川粮赋基地，双方转入对峙。,《金史·太宗纪》仅简略提及「宗弼攻和尚原，不利」，战役细节依赖宋方记载，存在叙事视角差异。,金兀术败退时剃须易容逃脱，金军传唱「撼山易，撼吴家军难」。,34.78354,106.40256,103,4
162,甘肃,卫所制推行,张掖市,,卫所制推行,军事制度建立,朱元璋,1372年设陕西行都司（治甘州，今张掖）、四川行都司（治建昌，今西昌），陕西都司（治西安）管辖三省卫所。,巩固西北边防，镇压元朝残余势力，实施「高筑墙」战略。,甘肃设13卫3所，驻军9.6万；四川建「建昌六卫」控扼西南；陕西卫所兼顾防蒙与屯田。,形成「九边重镇」雏形，卫所军屯解决70%边军粮饷。,《明史·兵志》载全国329卫，其中陕甘川占18%，但实际驻军数随战事波动。,张掖钟鼓楼基座即明代甘州卫谯楼遗址，刻有「河西锁钥」匾额。,38.508199,100.428219,115,5
163,四川,卫所制推行,成都市,,卫所制推行,军事制度建立,朱元璋,1372年设陕西行都司（治甘州，今张掖）、四川行都司（治建昌，今西昌），陕西都司（治西安）管辖三省卫所。,巩固西北边防，镇压元朝残余势力，实施「高筑墙」战略。,甘肃设13卫3所，驻军9.6万；四川建「建昌六卫」控扼西南；陕西卫所兼顾防蒙与屯田。,形成「九边重镇」雏形，卫所军屯解决70%边军粮饷。,《明史·兵志》载全国329卫，其中陕甘川占18%，但实际驻军数随战事波动。,张掖钟鼓楼基座即明代甘州卫谯楼遗址，刻有「河西锁钥」匾额。,30.568437,104.529473,115,5
164,陕西,卫所制推行,西安市,,卫所制推行,军事制度建立,朱元璋,1372年设陕西行都司（治甘州，今张掖）、四川行都司（治建昌，今西昌），陕西都司（治西安）管辖三省卫所。,巩固西北边防，镇压元朝残余势力，实施「高筑墙」战略。,甘肃设13卫3所，驻军9.6万；四川建「建昌六卫」控扼西南；陕西卫所兼顾防蒙与屯田。,形成「九边重镇」雏形，卫所军屯解决70%边军粮饷。,《明史·兵志》载全国329卫，其中陕甘川占18%，但实际驻军数随战事波动。,张掖钟鼓楼基座即明代甘州卫谯楼遗址，刻有「河西锁钥」匾额。,34.113209,108.617168,115,5
165,陕西,三藩之乱（陕西null四川战场）,汉中市,,三藩之乱（陕西null四川战场）,地方割据叛乱,吴三桂、王屏藩、郑蛟麟,1674null1681年，吴三桂叛军部将王屏藩攻占汉中，郑蛟麟占据四川，与清军在陕南、川北长期对峙。,吴三桂起兵反清后，试图通过控制川陕切断清军西北补给线。,1674年王屏藩破汉中，清将图海率军坚守西安；郑蛟麟陷成都，清廷急调赵良栋入川平叛。,1680年清军收复汉中、成都，叛军退守云南；此战导致清廷强化西南「改土归流」政策。,《清史稿·圣祖本纪》载「屏藩陷汉中，犯西安」，但具体战役规模存在清方记载夸大嫌疑。,王屏藩自刎前焚毁所有文书，称「勿使天下知我虚实」，致其战术细节多失传。,32.831217,106.252283,129,5
166,四川,三藩之乱（陕西null四川战场）,成都市,,三藩之乱（陕西null四川战场）,地方割据叛乱,吴三桂、王屏藩、郑蛟麟,1674null1681年，吴三桂叛军部将王屏藩攻占汉中，郑蛟麟占据四川，与清军在陕南、川北长期对峙。,吴三桂起兵反清后，试图通过控制川陕切断清军西北补给线。,1674年王屏藩破汉中，清将图海率军坚守西安；郑蛟麟陷成都，清廷急调赵良栋入川平叛。,1680年清军收复汉中、成都，叛军退守云南；此战导致清廷强化西南「改土归流」政策。,《清史稿·圣祖本纪》载「屏藩陷汉中，犯西安」，但具体战役规模存在清方记载夸大嫌疑。,王屏藩自刎前焚毁所有文书，称「勿使天下知我虚实」，致其战术细节多失传。,30.568437,104.529473,129,5
167,四川,改土归流（川渝地区）,凉山彝族自治州,,改土归流（川渝地区）,边疆治理改革,鄂尔泰、雍正帝,1726null1731年在四川建昌（今凉山）、重庆酉阳等地废除世袭土司，改设流官。,土司割据阻碍中央政令，鄂尔泰提出「改流之法，计擒为上，兵剿次之」。,武力镇压凉山沙马土司叛乱，和平改流酉阳冉氏土司；设宁远府（西昌）、酉阳直隶州。,引发大小金川之役；至乾隆末年四川仅存明正、德格等少数土司。,凉山地区改流不彻底，《清史稿》承认「建昌六卫，实土半存」；重庆酉阳改流时间有1728与1732年两说。,酉阳龙潭镇万寿宫现存「改土归流碑」，记载「永不复设土官」政策。,27.235621,102.89338,131,5
168,重庆,改土归流（川渝地区）,酉阳土家族苗族自治县,,改土归流（川渝地区）,边疆治理改革,鄂尔泰、雍正帝,1726null1731年在四川建昌（今凉山）、重庆酉阳等地废除世袭土司，改设流官。,土司割据阻碍中央政令，鄂尔泰提出「改流之法，计擒为上，兵剿次之」。,武力镇压凉山沙马土司叛乱，和平改流酉阳冉氏土司；设宁远府（西昌）、酉阳直隶州。,引发大小金川之役；至乾隆末年四川仅存明正、德格等少数土司。,凉山地区改流不彻底，《清史稿》承认「建昌六卫，实土半存」；重庆酉阳改流时间有1728与1732年两说。,酉阳龙潭镇万寿宫现存「改土归流碑」，记载「永不复设土官」政策。,28.792138,108.628529,131,5
169,陕西,川楚教乱,汉中市,,川楚教乱,大规模民变,王聪儿、姚之富、嘉庆帝,1796null1804年白莲教在川陕楚交界地区（今陕西汉中、四川达州、重庆巫溪）发动起义。,人口压力与土地兼并加剧，白莲教秘密传播。,采用「流动战」转战三省，清廷推行「坚壁清野」；1800年王聪儿在郧西跳崖，残部坚持至1804年。,耗费白银2亿两，八旗军衰败，湘军势力萌芽；促成《三省边防备览》编纂。,死亡人数争议极大，魏源《圣武记》称「死者数百万」，地方志统计陕南人口减少40%。,重庆巫溪宁厂古镇盐场遗址可见当年清军封锁盐道的壕沟遗迹。,32.831217,106.252283,133,5
170,四川,川楚教乱,达州市,,川楚教乱,大规模民变,王聪儿、姚之富、嘉庆帝,1796null1804年白莲教在川陕楚交界地区（今陕西汉中、四川达州、重庆巫溪）发动起义。,人口压力与土地兼并加剧，白莲教秘密传播。,采用「流动战」转战三省，清廷推行「坚壁清野」；1800年王聪儿在郧西跳崖，残部坚持至1804年。,耗费白银2亿两，八旗军衰败，湘军势力萌芽；促成《三省边防备览》编纂。,死亡人数争议极大，魏源《圣武记》称「死者数百万」，地方志统计陕南人口减少40%。,重庆巫溪宁厂古镇盐场遗址可见当年清军封锁盐道的壕沟遗迹。,30.8619,107.462161,133,5
171,重庆,川楚教乱,巫溪县,,川楚教乱,大规模民变,王聪儿、姚之富、嘉庆帝,1796null1804年白莲教在川陕楚交界地区（今陕西汉中、四川达州、重庆巫溪）发动起义。,人口压力与土地兼并加剧，白莲教秘密传播。,采用「流动战」转战三省，清廷推行「坚壁清野」；1800年王聪儿在郧西跳崖，残部坚持至1804年。,耗费白银2亿两，八旗军衰败，湘军势力萌芽；促成《三省边防备览》编纂。,死亡人数争议极大，魏源《圣武记》称「死者数百万」，地方志统计陕南人口减少40%。,重庆巫溪宁厂古镇盐场遗址可见当年清军封锁盐道的壕沟遗迹。,31.399797,109.625592,133,5
