ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region
1212481,代贺收复银州表,31.920373,105.019587,宋辽金西夏元,北宋,,赵鼎臣,四川
1204089,彰明逸事,31.920373,105.019587,宋辽金西夏元,北宋,,杨天惠,四川
1204087,附子记,31.920373,105.019587,宋辽金西夏元,北宋,,杨天惠,四川
1204074,都大茶马司新建签厅架阁记,31.920373,105.019587,宋辽金西夏元,北宋,,杨天惠,四川
1206139,贺郊祀礼成表,31.920373,105.019587,宋辽金西夏元,北宋,,刘跂,四川
1152728,太宗忌辰道场疏,31.920373,105.019587,宋辽金西夏元,北宋,,杨亿,四川
1221272,为责邹浩上皇帝谢表,31.920373,105.019587,宋辽金西夏元,北宋,,昭怀刘皇后,四川
1370939,贺赦表,31.44234,106.122822,宋辽金西夏元,北宋,,,
1211012,东岳庙记,31.920373,105.019587,宋辽金西夏元,北宋,,赵开,四川
1210368,贺李都大加职启,31.920373,105.019587,宋辽金西夏元,北宋,,李新,四川
1198187,元氏县重建庙学记,31.920373,105.019587,宋辽金西夏元,北宋,,曹景,四川
1209256,蕃官兀征兰毡角补官制,31.920373,105.019587,宋辽金西夏元,北宋,,邹浩,四川
1207855,上唐运判书,31.920373,105.019587,宋辽金西夏元,北宋,,张耒,四川
1206490,贺收复表,31.920373,105.019587,宋辽金西夏元,北宋,,杨时,四川
1206483,谢赐诏乞出不允表,31.920373,105.019587,宋辽金西夏元,北宋,,杨时,四川
1205991,代谢两府启,31.920373,105.019587,宋辽金西夏元,北宋,,华镇,四川
1205877,上淮南运使直集贤院陈学士书,31.920373,105.019587,宋辽金西夏元,北宋,,华镇,四川
1290979,请将济王追降巴陵县公奏,30.071656,107.196919,宋辽金西夏元,北宋,,,
1192328,伯父墓表,34.36336,107.705647,宋辽金西夏元,北宋,,苏辙,陕西
199537,次韵蒋颖叔南郊祭告上清储祥宫,31.920373,105.019587,宋辽金西夏元,北宋,,秦观,四川
1198205,继述神考当无为而治奏,31.920373,105.019587,宋辽金西夏元,北宋,,任伯雨,四川
817533,文舞退武舞进宫县黄钟宫咸宁之曲,31.920373,105.019587,宋辽金西夏元,北宋,,无名氏,四川
1030173,次韵复和,31.920373,105.019587,宋辽金西夏元,北宋,,李奎报,四川
1198613,妙灵观兴造记,31.920373,105.019587,宋辽金西夏元,北宋,,吕南公,四川
513883,送范德孺使辽,31.920373,105.019587,宋辽金西夏元,北宋,,毕仲游,四川
1185511,荥阳造像题记,31.920373,105.019587,宋辽金西夏元,北宋,,魏氏,四川
1193358,检校司空左武卫上将军郭公墓志铭,31.920373,105.019587,宋辽金西夏元,北宋,,范祖禹,四川
1193284,与集贤相公启,31.920373,105.019587,宋辽金西夏元,北宋,,范祖禹,四川
1199950,祭折渭州文,31.920373,105.019587,宋辽金西夏元,北宋,,李之仪,四川
1184794,哲宗哀册,31.920373,105.019587,宋辽金西夏元,北宋,,章惇,四川
92555,句,31.920373,105.019587,宋辽金西夏元,北宋,,庞籍,
221902,涪州荔子园行和友人韵,30.071656,107.196919,宋辽金西夏元,北宋,,,
1185415,惟善能举类赋,31.920373,105.019587,宋辽金西夏元,北宋,,金君卿,四川
1180037,治说三,31.920373,105.019587,宋辽金西夏元,北宋,,陈舜俞,四川
256544,满庭芳 赠莱阳县宰刘显武,31.920373,105.019587,宋辽金西夏元,北宋,,王处一,四川
1183518,代人上时相书,31.920373,105.019587,宋辽金西夏元,北宋,,王令,四川
1181826,义苑后序,31.920373,105.019587,宋辽金西夏元,北宋,,杨杰,四川
1181636,乞别命官根治李德刍奏,31.920373,105.019587,宋辽金西夏元,北宋,,邓绾,四川
1180647,仁宗皇帝徽号议,31.920373,105.019587,宋辽金西夏元,北宋,,邓润甫,四川
25718,初月,31.920373,105.019587,宋辽金西夏元,北宋,,李白,四川
510978,寄常父,34.36336,107.705647,宋辽金西夏元,北宋,,,
1207985,诗杂说十四首,34.36336,107.705647,宋辽金西夏元,北宋,,,
1207714,广州推官杨府君墓表,34.36336,107.705647,宋辽金西夏元,北宋,,,
1207695,尚书司封员外郎胡公墓志铭,34.36336,107.705647,宋辽金西夏元,北宋,,晁补之,四川
1183872,言川茶起赴秦州熙河凤州等处兴贩奏,34.36336,107.705647,宋辽金西夏元,北宋,,,
1181041,谢转官启,31.920373,105.019587,宋辽金西夏元,北宋,,吕陶,四川
1181031,上赵杂端书,31.920373,105.019587,宋辽金西夏元,北宋,,吕陶,四川
1181018,明任,31.920373,105.019587,宋辽金西夏元,北宋,,吕陶,四川
1179454,故朝散大夫尚书虞部郎中致仕上骑都尉皇甫君墓志铭,31.920373,105.019587,三国两晋南北朝,南齐,,刘攽,四川
1178800,尚书都官郎中吴君墓志铭,31.920373,105.019587,隋唐五代十国,盛唐,,郑獬,四川
1178669,代漕臣贺收复表,31.920373,105.019587,宋辽金西夏元,北宋,,郑獬,四川
1178654,贺明堂礼毕表,31.920373,105.019587,宋辽金西夏元,北宋,,郑獬,四川
1365036,为窦孝谌让润州刺史表,32.228821,107.445367,宋辽金西夏元,北宋,,,
1363757,谏皇太子笺,32.228821,107.445367,宋辽金西夏元,北宋,,,
1174023,真像堂记,31.920373,105.019587,宋辽金西夏元,北宋,,张载,四川
1172479,朋党论,31.920373,105.019587,宋辽金西夏元,北宋,,司马光,四川
1173873,谕客,31.920373,105.019587,宋辽金西夏元,北宋,,刘敞,四川
1171698,天地太庙七室皇后庙奉慈庙奏告仁宗皇帝谥号祝文,31.920373,105.019587,三国两晋南北朝,南梁,,王圭,四川
1171327,仁宗谥号议,31.920373,105.019587,三国两晋南北朝,南梁,,王圭,四川
1170161,仁宗皇帝加上徽号册文,31.920373,105.019587,隋唐五代十国,初唐,,王圭,四川
1168529,将帅论,31.920373,105.019587,隋唐五代十国,初唐,,吕诲,四川
1168475,乞诏中外咸上封事奏,31.920373,105.019587,隋唐五代十国,唐初,,吕诲,四川
1168454,乞进药奏,31.920373,105.019587,隋唐五代十国,唐,,吕诲,四川
1210064,吴园周易解序论,31.920373,105.019587,隋唐五代十国,唐,,张根,四川
1359176,兄弟论,32.228821,107.445367,隋唐五代十国,唐,,,
1168227,太宗皇帝忌文,31.920373,105.019587,隋唐五代十国,初唐,,蔡襄,四川
73317,耆英会诗,31.920373,105.019587,隋唐五代十国,盛唐,,王拱辰,四川
1168295,崇圣寺碑铭,31.920373,105.019587,隋唐五代十国,盛唐,,韩绛,四川
1165063,史论,31.920373,105.019587,隋唐五代十国,盛唐,,苏洵,四川
1163686,仁宗皇帝哀册文,31.920373,105.019587,隋唐五代十国,盛唐,,韩琦,四川
1164609,梓州路转运使到任谢表,31.920373,105.019587,隋唐五代十国,盛唐,,赵抃,四川
1164594,论陈旭乞待罪劄子,31.920373,105.019587,隋唐五代十国,盛唐,,赵抃,四川
1164451,上太皇太后尊号册文,31.920373,105.019587,隋唐五代十国,盛唐,,赵抃,四川
1163059,唐太宗述,31.920373,105.019587,隋唐五代十国,唐,,释契嵩,四川
1162391,后魏论,31.920373,105.019587,隋唐五代十国,唐,,欧阳修,四川
1210536,吊安康郡君词,31.920373,105.019587,隋唐五代十国,唐,,李新,四川
83304,宋颂九首,31.920373,105.019587,隋唐五代十国,唐,,石介,
83332,宋颂九首,31.920373,105.019587,隋唐五代十国,唐,,石介,
1158464,请罢王涣榷货务奏,31.920373,105.019587,隋唐五代十国,唐,,包拯,四川
1158540,仁宗谥册,31.920373,105.019587,隋唐五代十国,唐,,曾公亮,四川
1158209,昭宪皇后忌辰赞佛文,31.920373,105.019587,隋唐五代十国,唐,,宋祁,四川
1158094,附子赞,31.920373,105.019587,隋唐五代十国,唐,,宋祁,四川
1157342,详定贡举条制奏,31.920373,105.019587,隋唐五代十国,中唐,,宋祁,四川
1158266,唐史论断序,31.920373,105.019587,明清时期,明,,孙甫,四川
1155542,封畿劄子,31.920373,105.019587,隋唐五代十国,唐,,宋庠,四川
1154832,十谏书,31.920373,105.019587,隋唐五代十国,唐,,释仁岳,四川
1154748,马忠肃公亮墓志铭,31.920373,105.019587,隋唐五代十国,唐,,晏殊,四川
1154732,东封圣制颂序,31.920373,105.019587,隋唐五代十国,唐,,晏殊,四川
1148214,大阅赋,34.36336,107.705647,隋唐五代十国,唐,,,
1148191,唐李先生彰明县旧宅碑,31.920373,105.019587,隋唐五代十国,中唐,,杨遂,四川
1153891,慈孝寺铭,31.920373,105.019587,隋唐五代十国,唐,,夏竦,四川
1153668,谢宣示绵州进彰明县崇仙观柏木文彩像道士七星仪形表,31.920373,105.019587,隋唐五代十国,中唐,,夏竦,四川
1152947,结夏念诵回向,31.920373,105.019587,隋唐五代十国,中唐,,释智圆,四川
1152939,智者大师忌,31.920373,105.019587,隋唐五代十国,中唐,,释智圆,四川
1152731,昭宪皇后忌辰道场疏,31.920373,105.019587,隋唐五代十国,中唐,,杨亿,四川
25771,晓晴,31.920373,105.019587,隋唐五代十国,中唐,,李白,四川
25695,对雨,31.920373,105.019587,隋唐五代十国,中唐,,李白,四川
1148964,重修公主圣母庙碑记,31.920373,105.019587,隋唐五代十国,中唐,,郭岫,四川
55503,狼,31.920373,105.019587,隋唐五代十国,中唐,,丁谓,四川
1148904,上真宗答诏五事,31.920373,105.019587,隋唐五代十国,中唐,,陈彭年,四川
1149144,戮鳄鱼文,31.920373,105.019587,隋唐五代十国,中唐,,陈尧佐,四川
221922,游涪州北岩,30.071656,107.196919,隋唐五代十国,中唐,,,
75110,还杨遂蜀中集,31.920373,105.019587,隋唐五代十国,唐,,王禹偁,四川
83308,宋颂九首,31.920373,105.019587,隋唐五代十国,中唐,,石介,
1148026,大宋故安时镇国崇文耀武宣德守道中正功臣武胜军节度使开府仪同三司守太师尚书令兼中书令使持节邓州诸军事行邓州刺史上柱国邓王食邑九万七千户食实封一万六千九百户赐剑履上殿书诏不名追封秦国王谥曰忠懿神道碑铭,31.920373,105.019587,隋唐五代十国,中唐,,李至,四川
1147517,武有七德颂,31.920373,105.019587,隋唐五代十国,中唐,,田锡,四川
1147325,贺李规奏胜捷表,31.920373,105.019587,隋唐五代十国,中唐,,田锡,四川
1147181,光禄寺丞前知绵州彰明县李简能可著作佐郎制,31.920373,105.019587,隋唐五代十国,中唐,,田锡,四川
1146541,南郊赦文,31.920373,105.019587,宋辽金西夏元,北宋,,宋光宗,四川
25784,望夫石,31.920373,105.019587,隋唐五代十国,中唐,,李白,四川
25716,访戴天山道士不遇,31.920373,105.019587,隋唐五代十国,中唐,,李白,四川
25702,寻雍尊师隐居,31.920373,105.019587,隋唐五代十国,中唐,,李白,四川
1146492,南郊赦文,31.920373,105.019587,隋唐五代十国,中唐,,宋光宗,四川
1146118,〔附录〕雍熙三年请班师疏,31.920373,105.019587,隋唐五代十国,中唐,,赵普,四川
1146062,上治道事宜疏,31.920373,105.019587,隋唐五代十国,中唐,,窦俨,四川
221808,和家恭伯韵别曹扬休还涪陵五首,30.071656,107.196919,隋唐五代十国,中唐,,,
221260,和家恭伯韵别曹扬休还涪陵五首,30.071656,107.196919,隋唐五代十国,中唐,,,
221262,和家恭伯韵别曹扬休还涪陵五首,30.071656,107.196919,隋唐五代十国,中唐,,,
1377321,请纂集晋朝实录疏,31.920373,105.019587,明清时期,元末明初,,窦贞固,四川
1363213,赐江南国主李景玺书,31.920373,105.019587,隋唐五代十国,中唐,,柴荣,四川
1377254,请徽号内加广道法天四字表,31.920373,105.019587,隋唐五代十国,中唐,,冯道,四川
1362669,久任刺史敕,31.920373,105.019587,隋唐五代十国,中唐,,后唐明宗,四川
1377334,乌程县修东亭记,31.920373,105.019587,隋唐五代十国,中唐,,杨夔,四川
1376486,授孙德昭安南都护充清江军节度使制,31.920373,105.019587,隋唐五代十国,唐,,吴融,四川
1376481,沃焦山赋,31.920373,105.019587,隋唐五代十国,唐,,吴融,四川
1362142,授韦昭度平章事制,31.920373,105.019587,隋唐五代十国,唐,,僖宗皇帝,四川
1358340,为杞公让宗师表,32.228821,107.445367,隋唐五代十国,唐,,,
1362140,萧遘罢判度支制,31.920373,105.019587,隋唐五代十国,唐,,僖宗皇帝,四川
1376824,代史馆王相公谢令枢密使宣谕奸邪表,31.920373,105.019587,隋唐五代十国,唐,,钱珝,四川
1378385,南斗北斗醮词,31.920373,105.019587,隋唐五代十国,唐,,杜光庭,四川
1090784,恭献皇上圣武布昭荡平西域雅诗,31.920373,105.019587,隋唐五代十国,中唐,,沈德潜,四川
1378275,贾璋醮青城丈人真君词,31.920373,105.019587,隋唐五代十国,中唐,,杜光庭,四川
1378183,豆圌山记,31.920373,105.019587,明清时期,明,,杜光庭,四川
1376214,后魏洛州刺史侍中兼太师昌黎冯王新庙碑,31.920373,105.019587,隋唐五代十国,中唐,,冯元德,四川
1376307,蒲帅燕国太夫人石氏墓志铭,31.920373,105.019587,隋唐五代十国,中唐,,司空图,四川
1376302,复安南碑,31.920373,105.019587,隋唐五代十国,中唐,,司空图,四川
1376405,越井记,31.920373,105.019587,隋唐五代十国,中唐,,韦昌明,四川
1342490,权衡铭,31.920373,105.019587,隋唐五代十国,中唐,,李尤,四川
1353781,让左仆射表,32.228821,107.445367,隋唐五代十国,唐,,,
1155003,请封太白山状,34.36336,107.705647,隋唐五代十国,中唐,,,
1361965,彗星见避正殿德音,31.920373,105.019587,隋唐五代十国,唐,,武宗皇帝,四川
1375476,为同州任侍御上崔相国启,31.920373,105.019587,隋唐五代十国,唐,,李商隐,四川
1375437,上李舍人状,31.920373,105.019587,隋唐五代十国,唐,,李商隐,四川
1375817,宣宗谥议,31.920373,105.019587,隋唐五代十国,唐,,苏涤,四川
1374119,马公家庙碑,31.920373,105.019587,隋唐五代十国,唐末,,李宗闵,四川
1374922,唐故处州剌史李君墓志铭,31.920373,105.019587,隋唐五代十国,唐,,杜牧,四川
1360332,安置降蕃诏,31.44234,106.122822,隋唐五代十国,五代,,,
1374844,进撰故江西韦大夫遗爱碑文表,31.920373,105.019587,宋辽金西夏元,北宋,,杜牧,四川
1374308,诚节论,31.920373,105.019587,宋辽金西夏元,北宋,,王睿,四川
1378473,大唐故真空寺尼韦提墓志铭,31.920373,105.019587,宋辽金西夏元,北宋,,辛溥,四川
1373495,东晋元魏正闰论,31.920373,105.019587,宋辽金西夏元,北宋,,皇甫湜,四川
1372526,唐故中大夫尚书刑部侍郎上柱国陇西县开国男赠工部尚书李公墓志铭,31.920373,105.019587,宋辽金西夏元,北宋,,元稹,四川
1361565,绝王承宗朝贡敕,31.920373,105.019587,宋辽金西夏元,宋,,宪宗皇帝,四川
1361442,宣慰魏博制,31.920373,105.019587,宋辽金西夏元,北宋,,宪宗皇帝,四川
1372029,论故度支李尚书事状,31.920373,105.019587,宋辽金西夏元,北宋,,李翱,四川
221261,和家恭伯韵别曹扬休还涪陵五首,30.071656,107.196919,宋辽金西夏元,北宋,,,
221809,和家恭伯韵别曹扬休还涪陵五首,30.071656,107.196919,宋辽金西夏元,北宋,,,
1189538,文与可画筼筜谷偃竹记,34.36336,107.705647,宋辽金西夏元,北宋,,苏轼,陕西
1370898,礼部贺白龙并青莲花合欢莲子黄瓜等表,31.920373,105.019587,宋辽金西夏元,北宋,,柳宗元,四川
1371615,东都留守令狐楚家庙碑,31.920373,105.019587,宋辽金西夏元,北宋,,刘禹锡,四川
1373352,有唐善人墓碑铭,31.920373,105.019587,宋辽金西夏元,北宋,,白居易,四川
1342426,德阳殿铭,31.920373,105.019587,宋辽金西夏元,北宋,,李尤,四川
1373062,晋谥恭世子议,31.920373,105.019587,宋辽金西夏元,宋,,白居易,四川
5928,昌明里中谶,31.920373,105.019587,宋辽金西夏元,宋,,不详,四川
1371703,无垢净光塔铭,31.920373,105.019587,宋辽金西夏元,北宋,,庾承宣,四川
1372554,汉高祖斩白蛇赋,31.920373,105.019587,明清时期,元末明初,,白居易,四川
1153572,郑尚书贺册皇太后表,31.920373,105.019587,明清时期,元末明初,,令狐楚,四川
1372226,请崇国学疏,31.920373,105.019587,宋辽金西夏元,南宋,,李绛,四川
1372223,论谏臣,31.920373,105.019587,宋辽金西夏元,南宋,,李绛,四川
1370130,弹崔位状,31.920373,105.019587,宋辽金西夏元,南宋,,王叔邕,四川
1378108,新宫铭,31.920373,105.019587,宋辽金西夏元,南宋,,山元卿,四川
162446,咏史,31.920373,105.019587,宋辽金西夏元,南宋,,陈普,四川
1315024,跋李参政三峰楼诗,31.920373,105.019587,宋辽金西夏元,南宋,,黄震,四川
25127,阴地关崇徽公主手迹,31.306283,104.573039,宋辽金西夏元,南宋,,,
1375097,授韦悫鄂岳节度使制,31.920373,105.019587,宋辽金西夏元,南宋,,沈珣,四川
1361402,授范希朝神策军节度使制,31.920373,105.019587,宋辽金西夏元,南宋,,顺宗皇帝,四川
1371345,送张尚书书,31.920373,105.019587,宋辽金西夏元,南宋,,欧阳詹,四川
1369714,唐金紫光禄大夫守司空同中书门下平章事充太微宫使上柱国燕国公于公先庙碑铭,31.920373,105.019587,宋辽金西夏元,宋,,权德舆,四川
1370174,贺连理棠树合欢瓜白兔表,31.920373,105.019587,宋辽金西夏元,宋,,武元衡,四川
1368935,述书赋上,31.920373,105.019587,宋辽金西夏元,南宋,,窦暨,四川
1377919,景教流行中国碑,31.920373,105.019587,宋辽金西夏元,宋末元初,,僧景净,四川
1361233,授范希朝京西行营节度使制,31.920373,105.019587,宋辽金西夏元,金,,李适,四川
221263,和家恭伯韵别曹扬休还涪陵五首,30.071656,107.196919,宋辽金西夏元,金,,,
1368802,皇帝冬狩一箭射双兔赋,31.920373,105.019587,宋辽金西夏元,元初,,路季登,四川
34525,惜花,31.306283,104.573039,宋辽金西夏元,元,,,
88692,送陈叔方侍郎二首,31.306283,104.573039,明清时期,明,,,
27810,杨生青花紫石砚歌,31.306283,104.573039,明清时期,明,,李贺,四川
1368347,授李抱玉开府仪同三司制,31.920373,105.019587,明清时期,明,,常衮,四川
1368251,授张谓礼部侍郎制,31.920373,105.019587,明清时期,明,,常衮,四川
1366894,拟恨赋,31.920373,105.019587,明清时期,明,,李白,四川
1367051,水彰五色赋,31.920373,105.019587,明清时期,明,,梁洽,四川
1302627,跋山谷书范孟博传,30.071656,107.196919,明清时期,明,,,
1300828,抚机弟墓志,30.071656,107.196919,明清时期,明,,,
1364414,谢观内宴表,31.920373,105.019587,明清时期,明,,宋璟,四川
1359993,令西城昌隆公主入道制,31.920373,105.019587,明清时期,明,,李旦,四川
22387,奉送李太保兼御史大夫充渭北节度使,31.306283,104.573039,明清时期,明,,,
34078,和袭美友人许惠酒以诗徵之,31.306283,104.573039,明清时期,明,,,
34021,江南二首,31.306283,104.573039,明清时期,明,,,
33938,詶孟十二新居见寄,31.306283,104.573039,明清时期,明,,,
33712,单于川对雨二首,31.306283,104.573039,明清时期,明,,,
33684,宫词,31.306283,104.573039,明清时期,明,,宋白,陕西
1364541,窅冥君古坟记铭序,31.920373,105.019587,明清时期,明,,陈子昂,四川
1364512,荅制问事,31.920373,105.019587,明清时期,明,,陈子昂,四川
1359966,高宗天皇大帝谥议,31.920373,105.019587,明清时期,明,,中宗皇帝,四川
1364142,常州剌史平原郡开国公行状,31.920373,105.019587,明清时期,明,,王勃,四川
1362357,改元光宅赦文,31.920373,105.019587,明清时期,明末,,高宗武皇后,四川
1377844,释迦方志序,31.920373,105.019587,明清时期,明末清初,,僧道宣,四川
492605,享庙乐辞十八首,31.920373,105.019587,明清时期,清,,无名氏,四川
1358994,七庙议,31.920373,105.019587,明清时期,清,,许善心,四川
1356352,册陈公九锡文,31.920373,105.019587,明清时期,清,,徐陵,四川
1300057,牟元龟降授朝请郎制,30.071656,107.196919,明清时期,清,,,
1249512,宋丞相故特进观文殿大学士致仕陇西郡开国公食邑四千四百户食实封一千七百户赠太师谥忠定李公行状,30.071656,107.196919,明清时期,清,,,
1342940,对诏问灾异八事,31.920373,105.019587,明清时期,清,,蔡邕,陕西
1336590,东京赋,31.920373,105.019587,明清时期,清,,张衡,四川
1342410,东观赋,31.920373,105.019587,明清时期,清,,李尤,四川
1342408,德阳殿赋,31.920373,105.019587,明清时期,清,,李尤,四川
122360,丁亥纪蜀百韵,31.920373,105.019587,明清时期,清,,李曾伯,四川
1308864,论全蜀六策疏,31.920373,105.019587,明清时期,清,,牟子才,四川
25720,别匡山,31.920373,105.019587,明清时期,清,,李白,四川
25737,雨后望月,31.920373,105.019587,明清时期,清,,李白,四川
89624,赠翁定,31.306283,104.573039,明清时期,清,,,
90174,六言二首赠月蓬道人,31.306283,104.573039,明清时期,清,,,
23326,渔父歌,31.306283,104.573039,明清时期,清,,,
22800,晨出郡舍林下,31.306283,104.573039,明清时期,清,,,
22268,题张老松树,31.306283,104.573039,明清时期,清,,,
22210,登粤王台,31.306283,104.573039,明清时期,清,,,
31426,上后园山脚,31.306283,104.573039,明清时期,清,,杜甫,四川
31426,上后园山脚,31.306283,104.573039,明清时期,清,,杜甫,四川
22185,使过襄阳登凤林寺阁,31.306283,104.573039,明清时期,清,,,
25076,在巂州遥叙封禅,31.306283,104.573039,明清时期,清,,李义府,陕西
25076,在巂州遥叙封禅,31.306283,104.573039,明清时期,晚清,,李义府,陕西
88034,再送蒙仲二首,31.306283,104.573039,近现代至当代,清末民国初,,,
25070,读史绝句八章,31.306283,104.573039,近现代至当代,清末民国初,,,
27597,送知己赴濮州,31.306283,104.573039,近现代至当代,现当代,,,
30304,思平泉树石杂咏一十首,31.306283,104.573039,近现代至当代,现当代,,,
34494,南泾渔父,31.306283,104.573039,三国两晋南北朝,南梁,,,
33755,雉兔者,31.306283,104.573039,隋唐五代十国,唐末,,,
25730,奉饯高尊师如贵道士传道箓毕归北海,31.306283,104.573039,隋唐五代十国,唐,,,
33632,宫词,31.306283,104.573039,隋唐五代十国,唐,,宋白,陕西
31329,奉赠卢五丈参谋,31.306283,104.573039,隋唐五代十国,中唐,,,
25586,系寻阳上崔相涣三首,31.306283,104.573039,隋唐五代十国,唐,,,
27001,灵蛇见少林寺,31.306283,104.573039,隋唐五代十国,唐,,,
24981,赠李司徒,31.306283,104.573039,隋唐五代十国,中唐,,,
87068,药洲四首,31.306283,104.573039,隋唐五代十国,中唐,,,
25595,钓滩,31.306283,104.573039,隋唐五代十国,中唐,,,
29525,新荷,31.306283,104.573039,隋唐五代十国,中唐,,,
86807,即事十绝,31.306283,104.573039,隋唐五代十国,唐初,,,
86872,凯歌十首呈贾枢使,31.306283,104.573039,隋唐五代十国,盛唐,,,
25445,赠朐山孙明府,31.306283,104.573039,隋唐五代十国,中唐,,,
27635,题尼大德院,31.306283,104.573039,宋辽金西夏元,南宋,,,
22583,优钵罗花歌,31.306283,104.573039,宋辽金西夏元,宋,,,
1561989,金石索,31.306283,104.573039,隋唐五代十国,唐初,,,
1253946,荐鲜于侃任俊臣充守与执政书,31.306283,104.573039,隋唐五代十国,初唐,,,
1200203,推恩举到淹废之人诏,31.306283,104.573039,隋唐五代十国,初唐,,宋神宗,四川
1159282,故朝奉郎太子中舍知汉州雒县事骑都尉王君墓碣铭,31.306283,104.573039,隋唐五代十国,五代,,,
1159282,故朝奉郎太子中舍知汉州雒县事骑都尉王君墓碣铭,31.306283,104.573039,宋辽金西夏元,宋,,,
1154550,宋故同州观察使李公神道碑铭,31.306283,104.573039,隋唐五代十国,盛唐,,,
179884,杨汉州见和答之,31.306283,104.573039,隋唐五代十国,五代,,,
1378340,汉州王宗夔尚书安宅醮词,31.306283,104.573039,隋唐五代十国,中唐,,,
1363259,郊天改元赦文,31.306283,104.573039,宋辽金西夏元,宋,,,
27947,奉和幸望春宫送朔方军大总管张仁亶,31.306283,104.573039,隋唐五代十国,唐,,,
24520,重阳日至峡道,31.306283,104.573039,隋唐五代十国,初唐,,,
28486,杂歌谣辞 郑樱桃歌,31.306283,104.573039,隋唐五代十国,中唐,,,
28081,经涢川馆寄使府群公,31.306283,104.573039,隋唐五代十国,初唐,,,
22318,西过渭州见渭水思秦川,31.306283,104.573039,隋唐五代十国,初唐,,,
26313,效古二首,31.306283,104.573039,隋唐五代十国,唐末,,,
23965,岳州山城,31.306283,104.573039,隋唐五代十国,唐末,,,
35567,湘汉旅怀翁杰,31.306283,104.573039,隋唐五代十国,唐末,,,
22234,陆浑水亭,31.306283,104.573039,隋唐五代十国,唐,,,
26179,宣州谢朓楼饯别校书叔云,31.306283,104.573039,宋辽金西夏元,宋,,,
35493,玉芝观王道士,31.306283,104.573039,隋唐五代十国,唐末,,,
27907,湖中曲,31.306283,104.573039,隋唐五代十国,唐,,,
32899,别鹤词送令狐校书之桂府,31.306283,104.573039,隋唐五代十国,唐,,,
25434,暮春怀故人,31.306283,104.573039,隋唐五代十国,唐,,李中,陕西
24818,求仙行,31.306283,104.573039,隋唐五代十国,唐,,,
23043,还丹口诀,31.306283,104.573039,隋唐五代十国,唐,,,
33407,饯唐郎中洛阳令,31.306283,104.573039,隋唐五代十国,唐末,,,
27888,致酒行,31.306283,104.573039,隋唐五代十国,唐,,,
14156,东都冬日会诸同年宴郑家林亭,31.306283,104.573039,隋唐五代十国,唐,,,
24542,惜花,31.306283,104.573039,隋唐五代十国,中唐,,,
28407,郊庙歌辞 享惠昭太子庙乐章 迎俎酌献,31.306283,104.573039,隋唐五代十国,唐,,李逢吉,四川
25527,上皇西巡南京歌十首,31.306283,104.573039,隋唐五代十国,唐,,李白,
16457,江南曲八首,31.306283,104.573039,隋唐五代十国,唐,,,
29616,过长江伤贾岛,31.306283,104.573039,隋唐五代十国,唐,,,
17018,曹刚,31.306283,104.573039,宋辽金西夏元,宋末元初,,,
12821,秋夜听高调凉州,31.306283,104.573039,隋唐五代十国,中唐,,,
16755,唐乐府十首,31.306283,104.573039,隋唐五代十国,唐,,,
16336,关门望华山,31.306283,104.573039,隋唐五代十国,唐,,,
18342,渔父词一十八首 神异,31.306283,104.573039,隋唐五代十国,唐,,,
21511,中元日鲍端公宅遇吴天师联句,31.306283,104.573039,隋唐五代十国,唐,,,
13682,洛下闲居寄山南令狐相公,31.306283,104.573039,隋唐五代十国,唐,,,
18887,闰春宴花溪严侍御庄,31.306283,104.573039,隋唐五代十国,唐,,戎昱,四川
1240376,诸葛孔明传,34.36336,107.705647,宋辽金西夏元,南宋,,胡寅,四川
19627,浩歌,31.306283,104.573039,隋唐五代十国,唐,,,
21189,清夜作,31.306283,104.573039,隋唐五代十国,唐,,,
100962,代张发答,31.306283,104.573039,隋唐五代十国,中唐,,,
16721,冯叟居,31.306283,104.573039,隋唐五代十国,唐末至五代,,,
17685,芳春,31.306283,104.573039,隋唐五代十国,盛唐,,,
17511,初夏曲三首,31.306283,104.573039,隋唐五代十国,中唐,,,
102121,出关,31.306283,104.573039,宋辽金西夏元,宋,,,
14001,新居早春二首,31.306283,104.573039,隋唐五代十国,唐末,,,
180262,诗告至李汉州,31.306283,104.573039,隋唐五代十国,晚唐,,,
20393,秋夕宴李侍御宅,31.306283,104.573039,宋辽金西夏元,北宋,,,
15188,新秋,31.306283,104.573039,宋辽金西夏元,南宋,,,
15182,新乐府 缚戎人 达穷民之情也,31.306283,104.573039,宋辽金西夏元,北宋,,,
18176,七言,31.306283,104.573039,宋辽金西夏元,北宋,,,
13112,履道居三首,31.306283,104.573039,宋辽金西夏元,南宋,,,
20597,赠栖白上人,31.306283,104.573039,宋辽金西夏元,北宋,,,
1143433,新都宝光寺,31.306283,104.573039,宋辽金西夏元,南宋,,,
708294,与肖至建设乡间钓河，适昨日乾水取鱼。上行至洗衣处，跪伏石上，以手执纶，钓得石隙间蟹数十，归以佐酒,31.306283,104.573039,明清时期,明,,,
353283,鹧鸪天 1989年10月，四川诗词学会新都会议上，副会长,31.306283,104.573039,宋辽金西夏元,宋末元初,,,
1243896,易外传,34.36336,107.705647,宋辽金西夏元,北宋,,,
852883,挽戴院长季陶,31.306283,104.573039,宋辽金西夏元,北宋,,,
