ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region,city,county,id_2
79676,邑宰劭农,32.228821,107.445367,隋唐五代十国,唐,,,,,,12436
102927,五用喜雨韵三首,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12437
64935,种菘,32.228821,107.445367,隋唐五代十国,唐,,,,,,12438
125018,云际寺前山顶却望幡竿鹧鸪诸山二首,32.228821,107.445367,隋唐五代十国,唐,,,,,,12439
48223,戴云山吟,32.228821,107.445367,隋唐五代十国,唐,,智亮,陕西,汉中市,宁强县,12440
122894,凤凰台,32.228821,107.445367,隋唐五代十国,唐,,杜甫,甘肃,,,12441
103102,八声甘州,32.228821,107.445367,隋唐五代十国,唐,,李曾伯,甘肃,,,12442
690467,九龙十八滩石城险道也归舟过此其险有突过赣州十八滩者为赋七古一首,32.228821,107.445367,隋唐五代十国,唐,,,,,,12443
714893,赠族兄广照,32.228821,107.445367,三国两晋南北朝,曹魏,,,,,,12444
1323204,独酌,32.228821,107.445367,三国两晋南北朝,东晋,,,,,,12445
345482,波罗谒南海神庙五十二韵,32.228821,107.445367,三国两晋南北朝,东晋,,,,,,12446
345073,秋怀,32.228821,107.445367,三国两晋南北朝,东晋,,毛澄,,,,12447
1111825,四君咏,32.228821,107.445367,三国两晋南北朝,东晋,,,,,,12448
1111233,昔昔盐为始宁妇作也,32.228821,107.445367,三国两晋南北朝,南齐,,,,,,12449
1111829,送朱生续基南归,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12450
1109835,卢忠肃公燬玉双印歌钱丈绮索赋,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12451
18120,绝句,32.228821,107.445367,三国两晋南北朝,北魏,,吕岩,陕西,,,12452
17174,和乐天斋戒月满夜对道场偶怀咏,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12453
17022,梦扬州乐妓和诗,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12454
12478,写新诗寄微之偶题卷后,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12455
1074771,宫保尚书云汀老前辈大人六十寿诗,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12456
315497,庚子岁暮杂感,32.228821,107.445367,三国两晋南北朝,南北朝,,,,,,12457
843470,山阳县书院联,32.228821,107.445367,隋唐五代十国,唐,,,,,,12458
844579,代温俞氏挽其兄俞其章联,32.228821,107.445367,隋唐五代十国,唐,,,,,,12459
1327065,西曹藤枕篇,32.228821,107.445367,隋唐五代十国,唐,,,,,,12460
1406962,过雷池风利不得泊有怀倪进士模,32.228821,107.445367,隋唐五代十国,唐,,,,,,12461
1070232,岳坟,32.228821,107.445367,隋唐五代十国,唐,,,,,,12462
1141405,是日又得见文正题小桃源诗草,32.228821,107.445367,隋唐五代十国,唐,,,,,,12463
1035302,题黄道婆祠,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12464
1057655,恶老八首,32.228821,107.445367,隋唐五代十国,唐,,,,,,12465
783531,敬天勤民宝四言诗,32.228821,107.445367,隋唐五代十国,初唐,,,,,,12466
1015260,湖北巡抚汪新奏报楚省地方宁谧瑞雪应时无庸展赈各情形诗以志事,32.228821,107.445367,隋唐五代十国,初唐,,弘历,陕西,汉中市,宁强县,12467
1015256,腊八日纪事,32.228821,107.445367,隋唐五代十国,盛唐,,,,,,12468
994631,老盐仓一带鱼麟石塘成命脩海神庙谢贶并成是什志慰用壬午观海塘志事诗韵,32.228821,107.445367,隋唐五代十国,唐,,,,,,12469
797524,游摄山栖霞寺用尹继善沈德潜倡和韵六首,32.228821,107.445367,隋唐五代十国,唐,,,,,,12470
1009112,咏和阗白玉碗,32.228821,107.445367,隋唐五代十国,唐,,,,,,12471
338986,西湖竹枝,32.228821,107.445367,隋唐五代十国,唐,,,,,,12472
781863,赋得追琢其章,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12473
300307,将军阿桂奏攻克勒乌围贼巢红旗报捷喜成七言十首以当凯歌,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12474
983733,御园雨泛,32.228821,107.445367,秦汉时期,西汉,,,,,,12475
807993,琢情之阁,32.228821,107.445367,三国两晋南北朝,三国,,,,,,12476
807668,琢情之阁,32.228821,107.445367,三国两晋南北朝,三国,,,,,,12477
1015405,惠龄等奏生擒川北首逆罗其清报至诗以志慰,32.228821,107.445367,三国两晋南北朝,魏晋,,,,,,12478
1015394,避暑山庄回跸至喀喇河屯行宫作,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12479
1015261,陜西巡抚秦承恩奏报汉江商民船只流通情形诗以志事,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12480
1015255,四川布政使林俊奏报连次雪泽优沾情形诗以志事,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12481
1015241,游万寿山清漪园适接湖北巡抚汪新奏报川省奉节县窜入楚北利川县之贼匪全行扑灭诗以志喜,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12482
991316,题毛奇龄三诘三误辨,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12483
1013079,喜晴,32.228821,107.445367,隋唐五代十国,中唐,,强至,,,,12484
780297,川陜总督尹继善奏进新麦,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12485
977285,纪太仆复亨请假南归将居吴郡翁学使方纲邀同人分赋胜迹以饯载得甫里,32.228821,107.445367,隋唐五代十国,唐,,,,,,12486
978185,茶舫歌八首,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12487
977921,江城二首,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12488
791496,始宁倪文正公新祠神弦曲,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12489
791156,张靓渊示所藏李樛仙观察故扇其阳为倪文正公书其阴为张遗民画文正书固足重而遗民画亦罕矣靓渊索赋七古灯下率笔应之,32.228821,107.445367,隋唐五代十国,唐,,,,,,12490
101986,和陶劝农韵勉吾乡之学者,32.228821,107.445367,隋唐五代十国,唐,,,,,,12491
340582,临江仙  戊子中秋夜眺通江大桥,32.228821,107.445367,隋唐五代十国,唐,,,,,,12492
309084,夜与谷林坐天目山房看月谈及倪文正公筑露台以种竹及以徽墨涂壁各林欣然思效之率尔有作,32.228821,107.445367,隋唐五代十国,唐,,,,,,12493
791330,始宁陈宪使明时奉使交州携其牡丹以归至今犹盛瓯亭为之索赋,32.228821,107.445367,隋唐五代十国,唐,,,,,,12494
309050,康郎山功臣庙歌,32.228821,107.445367,隋唐五代十国,唐末,,,,,,12495
308744,浈阳峡,32.228821,107.445367,隋唐五代十国,唐末,,,,,,12496
1066159,燕京杂咏,32.228821,107.445367,隋唐五代十国,唐,,,,,,12497
1065174,碧波亭。次板上韵,32.228821,107.445367,隋唐五代十国,唐,,,,,,12498
1045232,箕城留别崔令必大,32.228821,107.445367,隋唐五代十国,唐,,,,,,12499
581525,秋风辞,32.228821,107.445367,隋唐五代十国,晚唐,,,,,,12500
581292,渔梁驿,32.228821,107.445367,三国两晋南北朝,魏晋,,,,,,12501
904959,丙子正月丁卯日过丁卯桥,32.228821,107.445367,三国两晋南北朝,魏晋,,,,,,12502
905930,题颜修来小照,32.228821,107.445367,隋唐五代十国,唐,,,,,,12503
354940,地中海晚眺，Nice作。用始宁别墅韵,32.228821,107.445367,隋唐五代十国,唐末,,,,,,12504
1364161,镇军大将军行左鹰扬卫大将军兼贺兰州都督上柱国凉国公契苾府君碑铭,31.44234,106.122822,隋唐五代十国,五代,,娄师德,甘肃,,,12505
1525979,明村求我前日所作律诗。别写一本以送。盖欲如龙村之作帖也。复以一律送呈,32.228821,107.445367,隋唐五代十国,五代,,,,,,12506
963333,乙未除夕同黄文仙贾韫生曹梦石冯虞卿王贞符王遴庵诸子守岁,32.228821,107.445367,三国两晋南北朝,东晋,,,,,,12507
979587,田间杂诗,32.228821,107.445367,三国两晋南北朝,东晋,,,,,,12508
890872,何生游赣州和见赠韵,32.228821,107.445367,宋辽金西夏元,南朝宋,,,,,,12509
1020693,寄恽十四含万时在平定官署,32.228821,107.445367,宋辽金西夏元,南朝宋,,,,,,12510
969581,冰井行,32.228821,107.445367,宋辽金西夏元,南朝宋,,,,,,12511
969251,谷村宿李司马宅,32.228821,107.445367,三国两晋南北朝,北魏,,,,,,12512
969072,过倪园吊文正公,32.228821,107.445367,隋唐五代十国,初唐,,,,,,12513
833003,月氐王头饮器歌,32.228821,107.445367,隋唐五代十国,盛唐,,,,,,12514
661485,丰湖,32.228821,107.445367,隋唐五代十国,盛唐,,,,,,12515
485680,绝句四首,33.027948,107.006472,隋唐五代十国,唐,,彭炳,陕西,汉中市,洋县,12516
1136906,感怀六十六首,32.228821,107.445367,隋唐五代十国,唐,,,,,,12517
1021797,南溟八章,32.228821,107.445367,隋唐五代十国,唐,,,,,,12518
1022372,始宁道中,32.228821,107.445367,隋唐五代十国,唐,,,,,,12519
1022359,夜半风雨渡曹娥江,32.228821,107.445367,隋唐五代十国,唐,,,,,,12520
1559254,游新丰岭,32.228821,107.445367,隋唐五代十国,唐,,,,,,12521
1559111,乙酉元日。次东坡惠州八首,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12522
1522065,次诸学士春台酬唱韵,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12523
960103,依韵答钱虎仲春日见怀,32.228821,107.445367,隋唐五代十国,唐,,,,,,12524
960067,寿俞文学其章尊人南金偕配六十,32.228821,107.445367,隋唐五代十国,唐,,,,,,12525
959798,汤尔胄徐宜生俞其章詹在右携樽汎宛溪相送,32.228821,107.445367,隋唐五代十国,唐,,,,,,12526
648598,与东丈并桨南归索余鹪鹩园诗舟次鹅湖萧然无事辄以艰韵成之政得五首言之不次冀略之耳,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12527
604144,四弟旃檀馆即事,32.228821,107.445367,宋辽金西夏元,宋,,,,,,12528
1556907,驹潭。示乡戚诸老,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12529
1432431,八月十二日作,32.228821,107.445367,宋辽金西夏元,宋,,,,,,12530
1429624,吏曹判书玉溪先生卢公墓志铭,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12531
1428903,次渔村题南翊卫松月轩原韵,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12532
952167,嘉靖十年大禘乐章,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12533
820517,同叶给谏过铁柱观,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12534
1425876,公山北城旧无门。新作北门。设为炮楼。以通江路。未及毕役而去,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12535
1490883,桧渊偶吟,32.228821,107.445367,隋唐五代十国,唐,,,,,,12536
636506,夜发端州归??川,32.228821,107.445367,隋唐五代十国,唐,,,,,,12537
635388,宋书八首,32.228821,107.445367,隋唐五代十国,唐末至五代,,,,,,12538
1482601,庚子二月。往访芦庄有作,32.228821,107.445367,隋唐五代十国,唐末至五代,,,,,,12539
1482662,游龙门寺,32.228821,107.445367,隋唐五代十国,唐,,,,,,12540
943559,四边静,32.228821,107.445367,宋辽金西夏元,南朝宋,,,,,,12541
446529,有皑之什八章,32.228821,107.445367,隋唐五代十国,唐,,,,,,12542
1364315,大唐平百济国碑铭,31.44234,106.122822,宋辽金西夏元,宋末元初,,,,,,12543
600494,寿林翁通州君云程父也,32.228821,107.445367,宋辽金西夏元,宋末元初,,,,,,12544
450828,秋日官舍无事携元白长庆集阅一遍题此二绝句后置之箧中矣,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12545
632602,寄潘春楼年兄,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12546
632579,集古雅歌题慕溪兼贺寿,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,12547
632687,论诗呈双鱼,32.228821,107.445367,三国两晋南北朝,魏晋,,,,,,12548
626596,春草亭为谢录事赋,32.228821,107.445367,隋唐五代十国,初唐,,,,,,12549
624529,同何库部子时看山过青萝嶂,32.228821,107.445367,隋唐五代十国,初唐,,,,,,12550
624380,送滕先生罢官归海盐,32.228821,107.445367,隋唐五代十国,唐初,,,,,,12551
445087,停云八章　书所怀也,32.228821,107.445367,隋唐五代十国,唐,,,,,,12552
920611,游白塔河视通江闸碑有感,32.228821,107.445367,隋唐五代十国,唐,,,,,,12553
286569,幕府山泉,32.228821,107.445367,隋唐五代十国,唐,,,,,,12554
1417657,小酌昭阳亭。示从事罗晦元,32.228821,107.445367,隋唐五代十国,唐,,,,,,12555
1416811,释闷纵笔,32.228821,107.445367,隋唐五代十国,唐,,,,,,12556
1455777,书野人林亭,32.228821,107.445367,隋唐五代十国,唐,,,,,,12557
621440,游榕溪,32.228821,107.445367,隋唐五代十国,唐,,,,,,12558
770829,赠徐子仁,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12559
284590,长干行送陆仪曹重补南署,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12560
441393,和方思道毛坞之什,32.228821,107.445367,隋唐五代十国,唐,,,,,,12561
747819,作室三章为李成章作,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12562
742189,和雪湖观打鱼有感之作,32.228821,107.445367,隋唐五代十国,唐,,,,,,12563
1129639,礼仪三百威仪三千赞,32.228821,107.445367,隋唐五代十国,唐,,,,,,12564
743473,赋泰伯祠送李舍人,32.228821,107.445367,隋唐五代十国,唐,,,,,,12565
1126477,和子健,32.228821,107.445367,隋唐五代十国,唐,,,,,,12566
422979,送薛尧卿漫游言登泰山谒孔林而迤??求仙海上,32.228821,107.445367,隋唐五代十国,唐,,,,,,12567
587853,御史朱良玉母陈孺人以节显为作黄鹄篇,32.228821,107.445367,隋唐五代十国,唐,,,,,,12568
14483,再因公事到骆口驿,34.259695,108.784514,隋唐五代十国,唐末,,白居易,陕西,西安市,周至县,12569
1124850,金太守见和。复次韵,32.228821,107.445367,隋唐五代十国,唐末至五代,,,,,,12570
731897,诸葛武侯庙十首,32.228821,107.445367,隋唐五代十国,唐,,薛瑄,,,,12571
417363,松石间意轩,32.228821,107.445367,隋唐五代十国,唐末,,,,,,12572
609457,董原春江游览图为主事顾谦作,32.228821,107.445367,隋唐五代十国,唐末五代初,,,,,,12573
1107530,麒麟窟,32.228821,107.445367,隋唐五代十国,晚唐,,,,,,12574
416197,田家杂兴五首,32.228821,107.445367,隋唐五代十国,晚唐,,,,,,12575
1106335,应制诗命题,32.228821,107.445367,隋唐五代十国,前蜀,,,,,,12576
1063302,觐天庭五章,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12577
923916,喜闻王师下蜀,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12578
124204,东帅少才兄宠贶七言一首口占八句以谢,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12579
717442,猗欤诗,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12580
719011,题生挽卷,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12581
251174,奉化城西三溪口,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12582
169541,归白石故庐,32.228821,107.445367,隋唐五代十国,唐,,,,,,12583
169657,潘山长入括,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12584
60698,九日同皋羽子善游白石龙湫用杜老九日蓝田韵,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12585
171626,折齿歌,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12586
102218,嘉熙丁酉七月上浣游大涤题住山龚冲妙艮泓轩,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12587
1317258,有宋承务郎致仕范君墓志铭,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12588
1297893,简州四先生祠堂记,30.071656,107.196919,宋辽金西夏元,北宋,,,,,,12589
1318424,与杨石溪书,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12590
122347,题越观和方孚若韵,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12591
212168,和陶,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12592
1282638,论备边守淮奏,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12593
1308923,云盖龙寿禅寺复田记,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12594
187229,句,32.228821,107.445367,宋辽金西夏元,北宋,,庞籍,,,,12595
222081,团练统制程公全哀挽,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12596
1350215,改葬前母服议,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12597
350038,至正乙未秋九月宪司潘郎以巡历来吉省掾马郎以徵籴过赣于其归各赋赠一首,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12598
1310259,跋丽泽诸友帖,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12599
1290635,道法九要,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12600
1307816,制置杜大卿墓志铭,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12601
89170,秘书弟牵玉羔为寿将以唐律次韵一首,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12602
78404,渔家傲,32.228821,107.445367,宋辽金西夏元,北宋,,梵琦,陕西,,,12603
1303958,安公祠记,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12604
1303784,宴徐大参乐语,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12605
1303487,通江西帅卫大参启,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12606
205042,题吉水鼋潭李氏仁寿堂,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12607
1303014,通江西宪留郎中启,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12608
203267,记初第时赠相士诗,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12609
1302378,代通婺守孟侍郎启,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12610
721748,铁箭辩,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12611
1285660,通江陵制帅李尚书启,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12612
1285652,通江帐干启,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12613
133616,寄白石姜尧章,32.228821,107.445367,隋唐五代十国,中唐,,,,,,12614
164390,尧章金铜佛塔歌,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12615
1292399,濠州新建石韩将军庙记,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12616
77745,次韵酬李通江,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12617
1290245,安公祠记,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12618
124140,笼鹄山房,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12619
1288458,白石诗说自序,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12620
1274494,措置高雷等州盐事奏,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12621
85504,墨池发祥诗呈蒋教,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12622
1358700,下谯国夫人敕书,31.44234,106.122822,宋辽金西夏元,北宋,,,,,,12623
1163625,朝奉郎守太常少卿权北京留守御史台公事上柱国扶风县开国男食邑三百户赐紫金鱼袋马公墓志铭,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12624
1163491,官人论,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12625
1378181,历代崇道记,30.675302,103.918663,宋辽金西夏元,北宋,,杜光庭,四川,广元市,昭化区,12626
1287083,通江西王安抚启,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12627
1286923,与金陵制使李梦闻书,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12628
1286922,与金陵制使李梦闻书,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12629
1284688,乞照会永思陵攒宫殿宇等项申状,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12630
1286104,白石净慧院经藏记,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12631
1159282,故朝奉郎太子中舍知汉州雒县事骑都尉王君墓碣铭,32.228821,107.445367,宋辽金西夏元,宋,,,,,,12632
1349767,注墨辨叙,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12633
1168085,奔者不禁解,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12634
134144,忆山送人,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12635
496587,游南山宿盘龙寺,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12636
496270,题致政赵刚大卿卧云堂,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12637
496252,送湫马上始见终南,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12638
496268,长安府舍十咏,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12639
1285852,乞广纳人才疏,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12640
1284418,宋湖北转运副使陈公墓志铭,32.228821,107.445367,宋辽金西夏元,北宋,,黄裳,四川,广元市,利州区,12641
260858,炼丹砂 咏玄牝示众,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,12642
1347866,四体书势,32.228821,107.445367,宋辽金西夏元,北宋,,卫恒,陕西,,,12643
1162466,国学试策,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12644
1159677,上杜副枢书,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12645
1148533,故侍御史累赠太子少师李公墓志铭,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12646
6833,阳城驿,34.259695,108.784514,宋辽金西夏元,北宋,,元稹,陕西,西安市,周至县,12647
1363520,大唐宗圣观记,34.259695,108.784514,宋辽金西夏元,北宋,,欧阳询,陕西,西安市,周至县,12648
1356397,报尹义尚书,34.259695,108.784514,宋辽金西夏元,北宋,,徐陵,陕西,西安市,周至县,12649
1376466,少华山佑顺侯碑颂,34.259695,108.784514,宋辽金西夏元,北宋,,房邺,陕西,西安市,周至县,12650
11507,曲池荷,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12651
1298558,劄子,34.259695,108.784514,宋辽金西夏元,北宋,,真德秀,甘肃,绵阳市,江油市,12652
1287812,再召入对劄子,34.259695,108.784514,宋辽金西夏元,宋,,,,,,12653
1239060,岁寒堂记,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12654
1210324,上左司书,34.259695,108.784514,宋辽金西夏元,北宋,,,,,,12655
1336752,三国名臣序赞,34.259695,108.784514,宋辽金西夏元,北宋,,袁宏,陕西,西安市,长安区,12656
1192328,伯父墓表,34.36336,107.705647,宋辽金西夏元,北宋,,苏辙,陕西,汉中市,城固县,12657
1240376,诸葛孔明传,34.36336,107.705647,宋辽金西夏元,北宋,,胡寅,四川,绵阳市,梓潼县,12658
1220355,下武讲义,34.36336,107.705647,宋辽金西夏元,北宋,,,,,,12659
1193333,进故事,34.36336,107.705647,宋辽金西夏元,北宋,,张纲,陕西,,,12660
1147809,琴赋,34.36336,107.705647,宋辽金西夏元,北宋,,,,,,12661
1363936,隋高祖论,34.36336,107.705647,宋辽金西夏元,北宋,,朱敬则,陕西,宝鸡市,岐山县,12662
493779,句,33.027948,107.006472,宋辽金西夏元,宋,,庞籍,,汉中市,勉县,12663
24534,寄西峰僧,33.027948,107.006472,宋辽金西夏元,北宋,,张籍,陕西,汉中市,宁强县,12664
1318703,跋杜隐君墓铭,33.027948,107.006472,宋辽金西夏元,北宋,,牟巘,陕西,汉中市,宁强县,12665
1185364,游公墓志铭,33.027948,107.006472,宋辽金西夏元,北宋,,张舜民,陕西,汉中市,宁强县,12666
1231367,三帝论,33.027948,107.006472,宋辽金西夏元,北宋,,李纲,陕西,汉中市,宁强县,12667
1375103,楚州修城南门记,33.027948,107.006472,宋辽金西夏元,北宋,,郑吉,陕西,汉中市,略阳县,12668
1352033,正诬论,33.027948,107.006472,宋辽金西夏元,北宋,,释氏,陕西,汉中市,略阳县,12669
60542,句,33.027948,107.006472,宋辽金西夏元,宋,,庞籍,,汉中市,洋县,12670
1301,对酒行,33.027948,107.006472,宋辽金西夏元,宋,,曹植,陕西,汉中市,南郑区,12671
1305093,策问,34.045335,104.392723,宋辽金西夏元,北宋,,刘宰,,陇南市,,12672
1256779,眉山王公玉台集序,34.045335,104.392723,宋辽金西夏元,宋,,洪迈,甘肃,陇南市,,12673
1205928,上安枢密书,34.045335,104.392723,宋辽金西夏元,北宋,,华镇,甘肃,陇南市,,12674
1359246,通极论,34.045335,104.392723,宋辽金西夏元,宋,,释彦琮,甘肃,陇南市,武都区,12675
1268011,世功保蜀忠德碑,34.045335,104.392723,宋辽金西夏元,宋,,高文虎,四川,绵阳市,江油市,12676
414288,胡将军歌,34.045335,104.392723,宋辽金西夏元,北宋,,李昱,甘肃,陇南市,徽县,12677
1300801,西陲八议,34.045335,104.392723,宋辽金西夏元,宋,,吴泳,陕西,陇南市,宕昌县,12678
1240376,诸葛孔明传,31.834942,105.714266,宋辽金西夏元,南宋,,胡寅,四川,绵阳市,梓潼县,12679
1271534,敷文阁直学士陈公行状,31.834942,105.714266,宋辽金西夏元,宋,,朱熹,四川,广元市,利州区,12680
1185258,尚书礼部元会奏天下祥瑞表,31.834942,105.714266,宋辽金西夏元,宋,,林希,四川,广元市,利州区,12681
497378,句,31.834942,105.714266,宋辽金西夏元,北宋,,庞籍,,广元市,利州区,12682
1240470,乞措置籴买奏,31.834942,105.714266,宋辽金西夏元,北宋,,李迨,四川,广元市,利州区,12683
1366506,太子少师崔公墓志铭,31.834942,105.714266,宋辽金西夏元,北宋,,李华,四川,广元市,剑阁县,12684
1367321,故定襄王郭英乂神道碑,31.834942,105.714266,宋辽金西夏元,南宋,,元载,四川,广元市,剑阁县,12685
1367390,李翰林集序,31.834942,105.714266,宋辽金西夏元,南宋,,魏颢,四川,广元市,剑阁县,12686
1363665,大唐故中书令高唐马公碑,31.834942,105.714266,宋辽金西夏元,南宋,,许敬宗,四川,广元市,剑阁县,12687
1362639,赐孟知祥诏,31.834942,105.714266,宋辽金西夏元,北宋,,后唐明宗,四川,广元市,剑阁县,12688
487812,时人为任安语,31.920373,105.019587,宋辽金西夏元,南宋,,无名氏,四川,绵阳市,梓潼县,12689
1366548,贺神兵助取石堡城表,31.920373,105.019587,宋辽金西夏元,北宋,,王维,四川,绵阳市,梓潼县,12690
1338796,贤良文学对策,31.920373,105.019587,宋辽金西夏元,南宋,,晁错,四川,绵阳市,梓潼县,12691
381560,哭亡媳三首,31.920373,105.019587,宋辽金西夏元,南宋,,费墨娟,四川,绵阳市,梓潼县,12692
1364546,临邛县令封君遗爱碑,31.920373,105.019587,宋辽金西夏元,南宋,,陈子昂,四川,绵阳市,梓潼县,12693
1164432,父祖家传,31.920373,105.019587,宋辽金西夏元,南宋,,苏舜钦,四川,绵阳市,游仙区,12694
41612,室联,31.920373,105.019587,宋辽金西夏元,南宋,,,,,,12695
1268216,李龙迁祠记,31.920373,105.019587,宋辽金西夏元,宋,,常百祥,四川,绵阳市,平武县,12696
732763,漫兴,31.920373,105.019587,宋辽金西夏元,南宋,,谢缙,四川,绵阳市,平武县,12697
1303922,论本朝仁政及边事奏,31.920373,105.019587,宋辽金西夏元,南宋,,吴昌裔,四川,绵阳市,平武县,12698
504977,汀州旧州城,31.920373,105.019587,宋辽金西夏元,南宋,,陈轩,四川,绵阳市,平武县,12699
1182305,乞权留安焘李清臣劄子,31.920373,105.019587,宋辽金西夏元,南宋,,刘挚,四川,绵阳市,平武县,12700
1376605,祭崔补阙,31.920373,105.019587,宋辽金西夏元,南宋,,黄滔,四川,绵阳市,平武县,12701
1310623,奏寿城赏,31.920373,105.019587,宋辽金西夏元,南宋,,李曾伯,四川,绵阳市,江油市,12702
1116493,八骏图赋,31.920373,105.019587,宋辽金西夏元,南宋,,申叔舟,四川,绵阳市,江油市,12703
1313187,答国本二事策问,31.920373,105.019587,宋辽金西夏元,南宋,,吴扬祖,四川,绵阳市,江油市,12704
1308498,梁文孝帝行祠记,31.920373,105.019587,宋辽金西夏元,南宋,,程褕,四川,绵阳市,江油市,12705
